HPitb1ch01-0001	capitolo	CAPITOLO
HPitb1ch01-0402	torto	E non poteva darle torto:
HPitb1ch01-0403	tuttavia	Tuttavia, quella gente avvolta nei mantelli... Quel pomeriggio trovò molto più difficile concentrarsi sui suoi trapani e quando lasciò l’ufficio alle cinque in punto era ancora talmente assorto che, appena varcata la soglia del palazzo, andò a sbattere dritto dritto contro qualcuno.
HPitb1ch01-0404	avvolgere	Tuttavia, quella gente avvolta nei mantelli... Quel pomeriggio trovò molto più difficile concentrarsi sui suoi trapani e quando lasciò l’ufficio alle cinque in punto era ancora talmente assorto che, appena varcata la soglia del palazzo, andò a sbattere dritto dritto contro qualcuno.
HPitb1ch01-0405	pomeriggio	Tuttavia, quella gente avvolta nei mantelli... Quel pomeriggio trovò molto più difficile concentrarsi sui suoi trapani e quando lasciò l’ufficio alle cinque in punto era ancora talmente assorto che, appena varcata la soglia del palazzo, andò a sbattere dritto dritto contro qualcuno.
HPitb1ch01-0406	difficile	Tuttavia, quella gente avvolta nei mantelli... Quel pomeriggio trovò molto più difficile concentrarsi sui suoi trapani e quando lasciò l’ufficio alle cinque in punto era ancora talmente assorto che, appena varcata la soglia del palazzo, andò a sbattere dritto dritto contro qualcuno.
HPitb1ch01-0407	lasciare	Tuttavia, quella gente avvolta nei mantelli... Quel pomeriggio trovò molto più difficile concentrarsi sui suoi trapani e quando lasciò l’ufficio alle cinque in punto era ancora talmente assorto che, appena varcata la soglia del palazzo, andò a sbattere dritto dritto contro qualcuno.
HPitb1ch01-0408	talmente	Tuttavia, quella gente avvolta nei mantelli... Quel pomeriggio trovò molto più difficile concentrarsi sui suoi trapani e quando lasciò l’ufficio alle cinque in punto era ancora talmente assorto che, appena varcata la soglia del palazzo, andò a sbattere dritto dritto contro qualcuno.
HPitb1ch01-0409	assorto	Tuttavia, quella gente avvolta nei mantelli... Quel pomeriggio trovò molto più difficile concentrarsi sui suoi trapani e quando lasciò l’ufficio alle cinque in punto era ancora talmente assorto che, appena varcata la soglia del palazzo, andò a sbattere dritto dritto contro qualcuno.
HPitb1ch01-0410	appena	Tuttavia, quella gente avvolta nei mantelli... Quel pomeriggio trovò molto più difficile concentrarsi sui suoi trapani e quando lasciò l’ufficio alle cinque in punto era ancora talmente assorto che, appena varcata la soglia del palazzo, andò a sbattere dritto dritto contro qualcuno.
HPitb1ch01-0411	varcare	Tuttavia, quella gente avvolta nei mantelli... Quel pomeriggio trovò molto più difficile concentrarsi sui suoi trapani e quando lasciò l’ufficio alle cinque in punto era ancora talmente assorto che, appena varcata la soglia del palazzo, andò a sbattere dritto dritto contro qualcuno.
HPitb1ch01-0412	soglia	Tuttavia, quella gente avvolta nei mantelli... Quel pomeriggio trovò molto più difficile concentrarsi sui suoi trapani e quando lasciò l’ufficio alle cinque in punto era ancora talmente assorto che, appena varcata la soglia del palazzo, andò a sbattere dritto dritto contro qualcuno.
HPitb1ch01-0413	palazzo	Tuttavia, quella gente avvolta nei mantelli... Quel pomeriggio trovò molto più difficile concentrarsi sui suoi trapani e quando lasciò l’ufficio alle cinque in punto era ancora talmente assorto che, appena varcata la soglia del palazzo, andò a sbattere dritto dritto contro qualcuno.
HPitb1ch01-0414	sbattere	Tuttavia, quella gente avvolta nei mantelli... Quel pomeriggio trovò molto più difficile concentrarsi sui suoi trapani e quando lasciò l’ufficio alle cinque in punto era ancora talmente assorto che, appena varcata la soglia del palazzo, andò a sbattere dritto dritto contro qualcuno.
HPitb1ch01-0415	dritto	Tuttavia, quella gente avvolta nei mantelli... Quel pomeriggio trovò molto più difficile concentrarsi sui suoi trapani e quando lasciò l’ufficio alle cinque in punto era ancora talmente assorto che, appena varcata la soglia del palazzo, andò a sbattere dritto dritto contro qualcuno.
HPitb1ch01-0416	scusare	«Scusi» bofonchiò, mentre il poveretto – un uomo anziano e mingherlino – inciampava e per poco non finiva lungo disteso.
HPitb1ch01-0417	bofonchiare	«Scusi» bofonchiò, mentre il poveretto – un uomo anziano e mingherlino – inciampava e per poco non finiva lungo disteso.
HPitb1ch01-0418	povero	«Scusi» bofonchiò, mentre il poveretto – un uomo anziano e mingherlino – inciampava e per poco non finiva lungo disteso.
HPitb1ch01-0419	mingherlino	«Scusi» bofonchiò, mentre il poveretto – un uomo anziano e mingherlino – inciampava e per poco non finiva lungo disteso.
HPitb1ch01-0420	inciampare	«Scusi» bofonchiò, mentre il poveretto – un uomo anziano e mingherlino – inciampava e per poco non finiva lungo disteso.
HPitb1ch01-0421	disteso	«Scusi» bofonchiò, mentre il poveretto – un uomo anziano e mingherlino – inciampava e per poco non finiva lungo disteso.
HPitb1ch01-0422	indossare	Ci volle qualche secondo perché il signor Dursley si rendesse conto che l’uomo indossava un mantello viola.
HPitb1ch01-0423	viola	Ci volle qualche secondo perché il signor Dursley si rendesse conto che l’uomo indossava un mantello viola.
HPitb1ch01-0424	ometto	L’ometto però non sembrava per niente offeso dal fatto di essere stato quasi scaraventato a terra.
HPitb1ch01-0425	sembrare	L’ometto però non sembrava per niente offeso dal fatto di essere stato quasi scaraventato a terra.
HPitb1ch01-0426	niente	L’ometto però non sembrava per niente offeso dal fatto di essere stato quasi scaraventato a terra.
HPitb1ch01-0427	offeso	L’ometto però non sembrava per niente offeso dal fatto di essere stato quasi scaraventato a terra.
HPitb1ch01-0428	fatto	L’ometto però non sembrava per niente offeso dal fatto di essere stato quasi scaraventato a terra.
HPitb1ch01-0429	scaraventare	L’ometto però non sembrava per niente offeso dal fatto di essere stato quasi scaraventato a terra.
HPitb1ch01-0430	terra	L’ometto però non sembrava per niente offeso dal fatto di essere stato quasi scaraventato a terra.
HPitb1ch01-0431	contrario	Al contrario, un largo sorriso gli illuminò il volto e con una vocina stridula che destò l’attenzione dei passanti disse:
HPitb1ch01-0432	largo	Al contrario, un largo sorriso gli illuminò il volto e con una vocina stridula che destò l’attenzione dei passanti disse:
HPitb1ch01-0433	sorriso	Al contrario, un largo sorriso gli illuminò il volto e con una vocina stridula che destò l’attenzione dei passanti disse:
HPitb1ch01-0434	illuminare	Al contrario, un largo sorriso gli illuminò il volto e con una vocina stridula che destò l’attenzione dei passanti disse:
HPitb1ch01-0435	volto	Al contrario, un largo sorriso gli illuminò il volto e con una vocina stridula che destò l’attenzione dei passanti disse:
HPitb1ch01-0436	voce	Al contrario, un largo sorriso gli illuminò il volto e con una vocina stridula che destò l’attenzione dei passanti disse:
HPitb1ch01-0437	stridulo	Al contrario, un largo sorriso gli illuminò il volto e con una vocina stridula che destò l’attenzione dei passanti disse:
HPitb1ch01-0438	destare	Al contrario, un largo sorriso gli illuminò il volto e con una vocina stridula che destò l’attenzione dei passanti disse:
HPitb1ch01-0439	attenzione	Al contrario, un largo sorriso gli illuminò il volto e con una vocina stridula che destò l’attenzione dei passanti disse:
HPitb1ch01-0440	passante	Al contrario, un largo sorriso gli illuminò il volto e con una vocina stridula che destò l’attenzione dei passanti disse:
HPitb1ch01-0441	scusarsi	«Non si scusi, mio caro signore, perché oggi non c’è niente che possa turbarmi!
HPitb1ch01-0442	mio	«Non si scusi, mio caro signore, perché oggi non c’è niente che possa turbarmi!
HPitb1ch01-0443	caro	«Non si scusi, mio caro signore, perché oggi non c’è niente che possa turbarmi!
HPitb1ch01-0444	oggi	«Non si scusi, mio caro signore, perché oggi non c’è niente che possa turbarmi!
HPitb1ch01-0445	turbare	«Non si scusi, mio caro signore, perché oggi non c’è niente che possa turbarmi!
HPitb1ch01-0446	rallegrarsi	Si rallegri, perché Lei-Sa-Chi finalmente se n’è andato!
HPitb1ch01-0447	finalmente	Si rallegri, perché Lei-Sa-Chi finalmente se n’è andato!
HPitb1ch01-0448	lei	Anche i Babbani come lei dovrebbero festeggiare questo felice, felicissimo giorno!» A quel punto, il vecchietto abbracciò il signor Dursley cingendolo alla vita e poi si allontanò.
HPitb1ch01-0449	festeggiare	Anche i Babbani come lei dovrebbero festeggiare questo felice, felicissimo giorno!» A quel punto, il vecchietto abbracciò il signor Dursley cingendolo alla vita e poi si allontanò.
HPitb1ch01-0450	felice	Anche i Babbani come lei dovrebbero festeggiare questo felice, felicissimo giorno!» A quel punto, il vecchietto abbracciò il signor Dursley cingendolo alla vita e poi si allontanò.
HPitb1ch01-0451	vecchio	Anche i Babbani come lei dovrebbero festeggiare questo felice, felicissimo giorno!» A quel punto, il vecchietto abbracciò il signor Dursley cingendolo alla vita e poi si allontanò.
HPitb1ch01-0452	abbracciare	Anche i Babbani come lei dovrebbero festeggiare questo felice, felicissimo giorno!» A quel punto, il vecchietto abbracciò il signor Dursley cingendolo alla vita e poi si allontanò.
HPitb1ch01-0453	cingere	Anche i Babbani come lei dovrebbero festeggiare questo felice, felicissimo giorno!» A quel punto, il vecchietto abbracciò il signor Dursley cingendolo alla vita e poi si allontanò.
HPitb1ch01-0454	vita	Anche i Babbani come lei dovrebbero festeggiare questo felice, felicissimo giorno!» A quel punto, il vecchietto abbracciò il signor Dursley cingendolo alla vita e poi si allontanò.
HPitb1ch01-0455	rimanere	Il signor Dursley rimase lì impalato.
HPitb1ch01-0456	impalato	Il signor Dursley rimase lì impalato.
HPitb1ch01-0457	perfetto	Era stato abbracciato da un perfetto sconosciuto.
HPitb1ch01-0458	sconosciuto	Era stato abbracciato da un perfetto sconosciuto.
HPitb1ch01-0459	tale	Poi pensò che quel tale lo aveva chiamato ‘Babbano’, qualsiasi cosa volesse dire.
HPitb1ch01-0460	qualsiasi	Poi pensò che quel tale lo aveva chiamato ‘Babbano’, qualsiasi cosa volesse dire.
HPitb1ch01-0461	esterrefatto	Era esterrefatto.
HPitb1ch01-0462	affrettarsi	Si affrettò a raggiungere la macchina e partì alla volta di casa, sperando di aver lavorato di fantasia, cosa che non aveva mai sperato prima perché non approvava le fantasie.
HPitb1ch01-0463	partire	Si affrettò a raggiungere la macchina e partì alla volta di casa, sperando di aver lavorato di fantasia, cosa che non aveva mai sperato prima perché non approvava le fantasie.
HPitb1ch01-0464	lavorare	Si affrettò a raggiungere la macchina e partì alla volta di casa, sperando di aver lavorato di fantasia, cosa che non aveva mai sperato prima perché non approvava le fantasie.
HPitb1ch01-0465	fantasia	Si affrettò a raggiungere la macchina e partì alla volta di casa, sperando di aver lavorato di fantasia, cosa che non aveva mai sperato prima perché non approvava le fantasie.
HPitb1ch01-0466	prima	Si affrettò a raggiungere la macchina e partì alla volta di casa, sperando di aver lavorato di fantasia, cosa che non aveva mai sperato prima perché non approvava le fantasie.
HPitb1ch01-0467	imboccare	Non appena ebbe imboccato il vialetto del numero 4 di Privet Drive, la prima cosa che scorse – e che certo non contribuì a migliorare il suo umore – fu il gatto soriano che aveva visto la mattina.
HPitb1ch01-0468	scorgere	Non appena ebbe imboccato il vialetto del numero 4 di Privet Drive, la prima cosa che scorse – e che certo non contribuì a migliorare il suo umore – fu il gatto soriano che aveva visto la mattina.
HPitb1ch01-0469	contribuire	Non appena ebbe imboccato il vialetto del numero 4 di Privet Drive, la prima cosa che scorse – e che certo non contribuì a migliorare il suo umore – fu il gatto soriano che aveva visto la mattina.
HPitb1ch01-0470	migliorare	Non appena ebbe imboccato il vialetto del numero 4 di Privet Drive, la prima cosa che scorse – e che certo non contribuì a migliorare il suo umore – fu il gatto soriano che aveva visto la mattina.
HPitb1ch01-0471	cinta	Seduto sul muro di cinta del giardino.
HPitb1ch01-0472	assolutamente	Era assolutamente certo che fosse lo stesso:
HPitb1ch01-0473	stesso	Era assolutamente certo che fosse lo stesso:
HPitb1ch01-0474	segno	i segni intorno agli occhi erano identici.
HPitb1ch01-0475	intorno	i segni intorno agli occhi erano identici.
HPitb1ch01-0476	identico	i segni intorno agli occhi erano identici.
HPitb1ch01-0477	gridare	«Sciò!» gli gridò il signor Dursley.
HPitb1ch01-0478	muoversi	Il gatto non si mosse.
HPitb1ch01-0479	limitarsi	Si limitò a fissarlo con sguardo severo.
HPitb1ch01-0480	severo	Si limitò a fissarlo con sguardo severo.
HPitb1ch01-0481	chiedere	Il signor Dursley si chiese se normalmente i gatti si comportassero così.
HPitb1ch01-0482	normalmente	Il signor Dursley si chiese se normalmente i gatti si comportassero così.
HPitb1ch01-0483	comportarsi	Il signor Dursley si chiese se normalmente i gatti si comportassero così.
HPitb1ch01-0484	cercare	Cercando di riprendersi, entrò in casa.
HPitb1ch01-0485	riprendersi	Cercando di riprendersi, entrò in casa.
HPitb1ch01-0486	entrare	Cercando di riprendersi, entrò in casa.
HPitb1ch01-0487	giornata	La signora Dursley aveva passato una buona giornata, in tutto e per tutto normale.
HPitb1ch01-0488	cena	A cena, gli raccontò per filo e per segno i guai che la signora Della-Porta-Accanto aveva con la figlia, e poi che Dudley aveva imparato una nuova frase:
HPitb1ch01-0489	raccontare	A cena, gli raccontò per filo e per segno i guai che la signora Della-Porta-Accanto aveva con la figlia, e poi che Dudley aveva imparato una nuova frase:
HPitb1ch01-0490	filo	A cena, gli raccontò per filo e per segno i guai che la signora Della-Porta-Accanto aveva con la figlia, e poi che Dudley aveva imparato una nuova frase:
HPitb1ch01-0491	guaio	A cena, gli raccontò per filo e per segno i guai che la signora Della-Porta-Accanto aveva con la figlia, e poi che Dudley aveva imparato una nuova frase:
HPitb1ch01-0492	figlia	A cena, gli raccontò per filo e per segno i guai che la signora Della-Porta-Accanto aveva con la figlia, e poi che Dudley aveva imparato una nuova frase:
HPitb1ch01-0493	imparare	A cena, gli raccontò per filo e per segno i guai che la signora Della-Porta-Accanto aveva con la figlia, e poi che Dudley aveva imparato una nuova frase:
HPitb1ch01-0494	frase	A cena, gli raccontò per filo e per segno i guai che la signora Della-Porta-Accanto aveva con la figlia, e poi che Dudley aveva imparato una nuova frase:
HPitb1ch01-0495	letto	Una volta messo a letto Dudley, se ne andò nel soggiorno appena in tempo per sentire l’ultimo telegiornale.
HPitb1ch01-0496	soggiorno	Una volta messo a letto Dudley, se ne andò nel soggiorno appena in tempo per sentire l’ultimo telegiornale.
HPitb1ch01-0497	telegiornale	Una volta messo a letto Dudley, se ne andò nel soggiorno appena in tempo per sentire l’ultimo telegiornale.
HPitb1ch01-0498	infine	«E infine, da tutte le postazioni gli avvistatori di uccelli riferiscono che oggi, sull’intero territorio nazionale, i gufi hanno manifestato un comportamento molto insolito.
HPitb1ch01-0499	postazione	«E infine, da tutte le postazioni gli avvistatori di uccelli riferiscono che oggi, sull’intero territorio nazionale, i gufi hanno manifestato un comportamento molto insolito.
HPitb1ch01-0500	avvisatore	«E infine, da tutte le postazioni gli avvistatori di uccelli riferiscono che oggi, sull’intero territorio nazionale, i gufi hanno manifestato un comportamento molto insolito.
HPitb1ch01-0501	uccello	«E infine, da tutte le postazioni gli avvistatori di uccelli riferiscono che oggi, sull’intero territorio nazionale, i gufi hanno manifestato un comportamento molto insolito.
HPitb1ch01-0502	riferire	«E infine, da tutte le postazioni gli avvistatori di uccelli riferiscono che oggi, sull’intero territorio nazionale, i gufi hanno manifestato un comportamento molto insolito.
HPitb1ch01-0503	intero	«E infine, da tutte le postazioni gli avvistatori di uccelli riferiscono che oggi, sull’intero territorio nazionale, i gufi hanno manifestato un comportamento molto insolito.
HPitb1ch01-0504	territorio	«E infine, da tutte le postazioni gli avvistatori di uccelli riferiscono che oggi, sull’intero territorio nazionale, i gufi hanno manifestato un comportamento molto insolito.
HPitb1ch01-0505	nazionale	«E infine, da tutte le postazioni gli avvistatori di uccelli riferiscono che oggi, sull’intero territorio nazionale, i gufi hanno manifestato un comportamento molto insolito.
HPitb1ch01-0506	manifestare	«E infine, da tutte le postazioni gli avvistatori di uccelli riferiscono che oggi, sull’intero territorio nazionale, i gufi hanno manifestato un comportamento molto insolito.
HPitb1ch01-0507	comportamento	«E infine, da tutte le postazioni gli avvistatori di uccelli riferiscono che oggi, sull’intero territorio nazionale, i gufi hanno manifestato un comportamento molto insolito.
HPitb1ch01-0508	sebbene	Sebbene normalmente escano di notte a caccia di prede e ben di rado vengano avvistati di giorno, fin dall’alba sono stati segnalati centinaia di gufi che volavano in tutte le direzioni.
HPitb1ch01-0509	caccia	Sebbene normalmente escano di notte a caccia di prede e ben di rado vengano avvistati di giorno, fin dall’alba sono stati segnalati centinaia di gufi che volavano in tutte le direzioni.
HPitb1ch01-0510	bene	Sebbene normalmente escano di notte a caccia di prede e ben di rado vengano avvistati di giorno, fin dall’alba sono stati segnalati centinaia di gufi che volavano in tutte le direzioni.
HPitb1ch01-0511	rado	Sebbene normalmente escano di notte a caccia di prede e ben di rado vengano avvistati di giorno, fin dall’alba sono stati segnalati centinaia di gufi che volavano in tutte le direzioni.
HPitb1ch01-0512	avvistare	Sebbene normalmente escano di notte a caccia di prede e ben di rado vengano avvistati di giorno, fin dall’alba sono stati segnalati centinaia di gufi che volavano in tutte le direzioni.
HPitb1ch01-0513	alba	Sebbene normalmente escano di notte a caccia di prede e ben di rado vengano avvistati di giorno, fin dall’alba sono stati segnalati centinaia di gufi che volavano in tutte le direzioni.
HPitb1ch01-0514	segnalare	Sebbene normalmente escano di notte a caccia di prede e ben di rado vengano avvistati di giorno, fin dall’alba sono stati segnalati centinaia di gufi che volavano in tutte le direzioni.
HPitb1ch01-0515	centinaio	Sebbene normalmente escano di notte a caccia di prede e ben di rado vengano avvistati di giorno, fin dall’alba sono stati segnalati centinaia di gufi che volavano in tutte le direzioni.
HPitb1ch01-0516	direzione	Sebbene normalmente escano di notte a caccia di prede e ben di rado vengano avvistati di giorno, fin dall’alba sono stati segnalati centinaia di gufi che volavano in tutte le direzioni.
HPitb1ch01-0517	esperto	Gli esperti non sanno spiegare perché, tutt’a un tratto, i gufi abbiano modificato il loro ritmo sonno/veglia».
HPitb1ch01-0518	spiegare	Gli esperti non sanno spiegare perché, tutt’a un tratto, i gufi abbiano modificato il loro ritmo sonno/veglia».
HPitb1ch01-0519	modificare	Gli esperti non sanno spiegare perché, tutt’a un tratto, i gufi abbiano modificato il loro ritmo sonno/veglia».
HPitb1ch01-0520	ritmo	Gli esperti non sanno spiegare perché, tutt’a un tratto, i gufi abbiano modificato il loro ritmo sonno/veglia».
HPitb1ch01-0521	sonno	Gli esperti non sanno spiegare perché, tutt’a un tratto, i gufi abbiano modificato il loro ritmo sonno/veglia».
HPitb1ch01-0522	veglia	Gli esperti non sanno spiegare perché, tutt’a un tratto, i gufi abbiano modificato il loro ritmo sonno/veglia».
HPitb1ch01-0523	speaker	Lo speaker si lasciò scappare una risatina.
HPitb1ch01-0524	scappare	Lo speaker si lasciò scappare una risatina.
HPitb1ch01-0525	risata	Lo speaker si lasciò scappare una risatina.
HPitb1ch01-0526	parola	E ora, la parola a Jim McGuffin per le previsioni del tempo.
HPitb1ch01-0527	previsione	E ora, la parola a Jim McGuffin per le previsioni del tempo.
HPitb1ch01-0528	prevedere	Si prevedono altri scrosci di gufi, stanotte, Jim?
HPitb1ch01-0529	scroscio	Si prevedono altri scrosci di gufi, stanotte, Jim?
HPitb1ch01-0530	stanotte	Si prevedono altri scrosci di gufi, stanotte, Jim?
HPitb1ch01-0531	francamente	» «Francamente, Ted» rispose il meteorologo, «su questo non so dirti niente, ma quest’oggi non sono stati soltanto i gufi a comportarsi in modo strano.
HPitb1ch01-0532	rispondere	» «Francamente, Ted» rispose il meteorologo, «su questo non so dirti niente, ma quest’oggi non sono stati soltanto i gufi a comportarsi in modo strano.
HPitb1ch01-0533	meteorologo	» «Francamente, Ted» rispose il meteorologo, «su questo non so dirti niente, ma quest’oggi non sono stati soltanto i gufi a comportarsi in modo strano.
HPitb1ch01-0534	soltanto	» «Francamente, Ted» rispose il meteorologo, «su questo non so dirti niente, ma quest’oggi non sono stati soltanto i gufi a comportarsi in modo strano.
HPitb1ch01-0535	osservatore	Gli osservatori di località distanti fra loro come il Kent, lo Yorkshire e Dundee mi hanno telefonato per informarmi che, al posto della pioggia che avevo promesso ieri, hanno avuto un diluvio di stelle cadenti.
HPitb1ch01-0536	località	Gli osservatori di località distanti fra loro come il Kent, lo Yorkshire e Dundee mi hanno telefonato per informarmi che, al posto della pioggia che avevo promesso ieri, hanno avuto un diluvio di stelle cadenti.
HPitb1ch01-0537	distante	Gli osservatori di località distanti fra loro come il Kent, lo Yorkshire e Dundee mi hanno telefonato per informarmi che, al posto della pioggia che avevo promesso ieri, hanno avuto un diluvio di stelle cadenti.
HPitb1ch01-0538	fra	Gli osservatori di località distanti fra loro come il Kent, lo Yorkshire e Dundee mi hanno telefonato per informarmi che, al posto della pioggia che avevo promesso ieri, hanno avuto un diluvio di stelle cadenti.
HPitb1ch01-0539	mi	Gli osservatori di località distanti fra loro come il Kent, lo Yorkshire e Dundee mi hanno telefonato per informarmi che, al posto della pioggia che avevo promesso ieri, hanno avuto un diluvio di stelle cadenti.
HPitb1ch01-0540	telefonare	Gli osservatori di località distanti fra loro come il Kent, lo Yorkshire e Dundee mi hanno telefonato per informarmi che, al posto della pioggia che avevo promesso ieri, hanno avuto un diluvio di stelle cadenti.
HPitb1ch01-0541	informare	Gli osservatori di località distanti fra loro come il Kent, lo Yorkshire e Dundee mi hanno telefonato per informarmi che, al posto della pioggia che avevo promesso ieri, hanno avuto un diluvio di stelle cadenti.
HPitb1ch01-0542	posto	Gli osservatori di località distanti fra loro come il Kent, lo Yorkshire e Dundee mi hanno telefonato per informarmi che, al posto della pioggia che avevo promesso ieri, hanno avuto un diluvio di stelle cadenti.
HPitb1ch01-0543	pioggia	Gli osservatori di località distanti fra loro come il Kent, lo Yorkshire e Dundee mi hanno telefonato per informarmi che, al posto della pioggia che avevo promesso ieri, hanno avuto un diluvio di stelle cadenti.
HPitb1ch01-0544	promettere	Gli osservatori di località distanti fra loro come il Kent, lo Yorkshire e Dundee mi hanno telefonato per informarmi che, al posto della pioggia che avevo promesso ieri, hanno avuto un diluvio di stelle cadenti.
HPitb1ch01-0545	ieri	Gli osservatori di località distanti fra loro come il Kent, lo Yorkshire e Dundee mi hanno telefonato per informarmi che, al posto della pioggia che avevo promesso ieri, hanno avuto un diluvio di stelle cadenti.
HPitb1ch01-0546	diluvio	Gli osservatori di località distanti fra loro come il Kent, lo Yorkshire e Dundee mi hanno telefonato per informarmi che, al posto della pioggia che avevo promesso ieri, hanno avuto un diluvio di stelle cadenti.
HPitb1ch01-0547	stella	Gli osservatori di località distanti fra loro come il Kent, lo Yorkshire e Dundee mi hanno telefonato per informarmi che, al posto della pioggia che avevo promesso ieri, hanno avuto un diluvio di stelle cadenti.
HPitb1ch01-0548	cadente	Gli osservatori di località distanti fra loro come il Kent, lo Yorkshire e Dundee mi hanno telefonato per informarmi che, al posto della pioggia che avevo promesso ieri, hanno avuto un diluvio di stelle cadenti.
HPitb1ch01-0549	chissà	Chissà?
HPitb1ch01-0550	forse	Forse si è festeggiata in anticipo la Notte dei falò.
HPitb1ch01-0551	anticipo	Forse si è festeggiata in anticipo la Notte dei falò.
HPitb1ch01-0552	falò	Forse si è festeggiata in anticipo la Notte dei falò.
HPitb1ch01-0553	tra	Ma, gente, la Notte dei falò è soltanto tra una settimana!
HPitb1ch01-0554	settimana	Ma, gente, la Notte dei falò è soltanto tra una settimana!
HPitb1ch01-0555	comunque	Comunque, posso assicurare che stanotte pioverà».
HPitb1ch01-0556	assicurare	Comunque, posso assicurare che stanotte pioverà».
HPitb1ch01-0557	piovere	Comunque, posso assicurare che stanotte pioverà».
HPitb1ch01-0558	poltrona	Il signor Dursley rimase seduto in poltrona, come paralizzato.
HPitb1ch01-0559	paralizzato	Il signor Dursley rimase seduto in poltrona, come paralizzato.
HPitb1ch01-0560	Bretagna	Stelle cadenti in tutta la Gran Bretagna?
HPitb1ch01-0561	aggirarsi	Gente misteriosa che si aggira dappertutto avvolta in mantelli?
HPitb1ch01-0562	dappertutto	Gente misteriosa che si aggira dappertutto avvolta in mantelli?
HPitb1ch01-0563	bisbiglio	E quelle voci, quei bisbigli sui Potter... La signora Dursley entrò in soggiorno portando due tazze di tè.
HPitb1ch01-0564	tazza	E quelle voci, quei bisbigli sui Potter... La signora Dursley entrò in soggiorno portando due tazze di tè.
HPitb1ch01-0565	te_2	E quelle voci, quei bisbigli sui Potter... La signora Dursley entrò in soggiorno portando due tazze di tè.
HPitb1ch01-0566	schiarire	Si schiarì nervosamente la voce.
HPitb1ch01-0567	nervosamente	Si schiarì nervosamente la voce.
HPitb1ch01-0568	petunia	«Ehm, Petunia, mia cara... non è che per caso hai sentito tua sorella, ultimamente?» Come aveva previsto, la signora Dursley assunse un’aria esterrefatta e adirata.
HPitb1ch01-0569	caso	«Ehm, Petunia, mia cara... non è che per caso hai sentito tua sorella, ultimamente?» Come aveva previsto, la signora Dursley assunse un’aria esterrefatta e adirata.
HPitb1ch01-0570	tuo	«Ehm, Petunia, mia cara... non è che per caso hai sentito tua sorella, ultimamente?» Come aveva previsto, la signora Dursley assunse un’aria esterrefatta e adirata.
HPitb1ch01-0571	ultimamente	«Ehm, Petunia, mia cara... non è che per caso hai sentito tua sorella, ultimamente?» Come aveva previsto, la signora Dursley assunse un’aria esterrefatta e adirata.
HPitb1ch01-0572	assumere	«Ehm, Petunia, mia cara... non è che per caso hai sentito tua sorella, ultimamente?» Come aveva previsto, la signora Dursley assunse un’aria esterrefatta e adirata.
HPitb1ch01-0573	aria	«Ehm, Petunia, mia cara... non è che per caso hai sentito tua sorella, ultimamente?» Come aveva previsto, la signora Dursley assunse un’aria esterrefatta e adirata.
HPitb1ch01-0574	adirato	«Ehm, Petunia, mia cara... non è che per caso hai sentito tua sorella, ultimamente?» Come aveva previsto, la signora Dursley assunse un’aria esterrefatta e adirata.
HPitb1ch01-0575	fine	In fin dei conti, erano abituati a far finta che non avesse una sorella.
HPitb1ch01-0576	abituare	In fin dei conti, erano abituati a far finta che non avesse una sorella.
HPitb1ch01-0577	seccamente	«No» rispose seccamente.
HPitb1ch01-0578	mah	«Perché?» «Mah, non so... al telegiornale hanno detto cose strane» bofonchiò il signor Dursley.
HPitb1ch01-0579	allora	«Gufi... stelle cadenti... e oggi, in città, un sacco di gente strampalata...» «E allora?
HPitb1ch01-0580	sbottare	» sbottò la signora Dursley.
HPitb1ch01-0581	capire	«Niente, pensavo soltanto... forse... qualcosa che avesse a che fare con... hai capito, no?
HPitb1ch01-0582	sorseggiare	La signora Dursley sorseggiò il tè a labbra strette.
HPitb1ch01-0583	stretto	La signora Dursley sorseggiò il tè a labbra strette.
HPitb1ch01-0584	intanto	Il signor Dursley si chiedeva intanto se avrebbe mai osato dirle di aver sentito pronunciare il nome ‘Potter’.
HPitb1ch01-0585	osare	Il signor Dursley si chiedeva intanto se avrebbe mai osato dirle di aver sentito pronunciare il nome ‘Potter’.
HPitb1ch01-0586	pronunciare	Il signor Dursley si chiedeva intanto se avrebbe mai osato dirle di aver sentito pronunciare il nome ‘Potter’.
HPitb1ch01-0587	invece	E invece, con il tono più naturale che gli riuscì di trovare, disse:
HPitb1ch01-0588	tono	E invece, con il tono più naturale che gli riuscì di trovare, disse:
HPitb1ch01-0589	naturale	E invece, con il tono più naturale che gli riuscì di trovare, disse:
HPitb1ch01-0590	riuscire	E invece, con il tono più naturale che gli riuscì di trovare, disse:
HPitb1ch01-0591	età	«Il figlio... dovrebbe avere la stessa età di Dudley, giusto?
HPitb1ch01-0592	giusto	«Il figlio... dovrebbe avere la stessa età di Dudley, giusto?
HPitb1ch01-0593	rigido	» «Credo di sì» rispose la signora Dursley, rigida come un manico di scopa.
HPitb1ch01-0594	manico	» «Credo di sì» rispose la signora Dursley, rigida come un manico di scopa.
HPitb1ch01-0595	scopa	» «Credo di sì» rispose la signora Dursley, rigida come un manico di scopa.
HPitb1ch01-0596	terribilmente	Che poi è un nome terribilmente ordinario, se proprio lo vuoi sapere».
HPitb1ch01-0597	ordinario	Che poi è un nome terribilmente ordinario, se proprio lo vuoi sapere».
HPitb1ch01-0598	tuffo	«Eh già» disse il signor Dursley con un tuffo al cuore.
