HPfrb1ch02-0001	le               	LE SURVIVANT
HPfrb1ch02-0504	déjà             	Lorsqu’il s’engagea dans l’allée du numéro 4 de sa rue, la première chose qu’il vit – et qui n’améliora pas son humeur – ce fut le chat tigré qu’il avait déjà remarqué le matin même.
HPfrb1ch02-0505	présent          	À présent, l’animal était assis sur le mur de son jardin.
HPfrb1ch02-0506	reconnaître      	Il reconnaissait les dessins de son pelage autour des yeux.
HPfrb1ch02-0507	dessin           	Il reconnaissait les dessins de son pelage autour des yeux.
HPfrb1ch02-0508	pelage           	Il reconnaissait les dessins de son pelage autour des yeux.
HPfrb1ch02-0509	autour           	Il reconnaissait les dessins de son pelage autour des yeux.
HPfrb1ch02-0510	aller            	– Allez, ouste !
HPfrb1ch02-0511	ouste            	– Allez, ouste !
HPfrb1ch02-0512	exclamer         	s’exclama Mr Dursley.
HPfrb1ch02-0513	bouger           	Le chat ne bougea pas.
HPfrb1ch02-0514	contenter        	Il se contenta de le regarder d’un air sévère.
HPfrb1ch02-0515	sévère           	Il se contenta de le regarder d’un air sévère.
HPfrb1ch02-0516	demander         	Mr Dursley se demanda si c’était un comportement normal pour un chat.
HPfrb1ch02-0517	comportement     	Mr Dursley se demanda si c’était un comportement normal pour un chat.
HPfrb1ch02-0518	essayer          	Essayant de reprendre contenance, il entra dans sa maison, toujours décidé à ne rien révéler à sa femme.
HPfrb1ch02-0519	contenance       	Essayant de reprendre contenance, il entra dans sa maison, toujours décidé à ne rien révéler à sa femme.
HPfrb1ch02-0520	décider          	Essayant de reprendre contenance, il entra dans sa maison, toujours décidé à ne rien révéler à sa femme.
HPfrb1ch02-0521	révéler          	Essayant de reprendre contenance, il entra dans sa maison, toujours décidé à ne rien révéler à sa femme.
HPfrb1ch02-0522	femme            	Essayant de reprendre contenance, il entra dans sa maison, toujours décidé à ne rien révéler à sa femme.
HPfrb1ch02-0523	journée          	Mrs Dursley avait passé une journée agréable et parfaitement normale.
HPfrb1ch02-0524	agréable         	Mrs Dursley avait passé une journée agréable et parfaitement normale.
HPfrb1ch02-0525	cours            	Au cours du dîner, elle lui raconta tous les problèmes que la voisine d’à côté avait avec sa fille et lui signala également que Dudley avait appris un nouveau mot : « Veux pas ! ».
HPfrb1ch02-0526	dîner            	Au cours du dîner, elle lui raconta tous les problèmes que la voisine d’à côté avait avec sa fille et lui signala également que Dudley avait appris un nouveau mot : « Veux pas ! ».
HPfrb1ch02-0527	problème         	Au cours du dîner, elle lui raconta tous les problèmes que la voisine d’à côté avait avec sa fille et lui signala également que Dudley avait appris un nouveau mot : « Veux pas ! ».
HPfrb1ch02-0528	côté             	Au cours du dîner, elle lui raconta tous les problèmes que la voisine d’à côté avait avec sa fille et lui signala également que Dudley avait appris un nouveau mot : « Veux pas ! ».
HPfrb1ch02-0529	signaler         	Au cours du dîner, elle lui raconta tous les problèmes que la voisine d’à côté avait avec sa fille et lui signala également que Dudley avait appris un nouveau mot : « Veux pas ! ».
HPfrb1ch02-0530	également        	Au cours du dîner, elle lui raconta tous les problèmes que la voisine d’à côté avait avec sa fille et lui signala également que Dudley avait appris un nouveau mot : « Veux pas ! ».
HPfrb1ch02-0531	apprendre        	Au cours du dîner, elle lui raconta tous les problèmes que la voisine d’à côté avait avec sa fille et lui signala également que Dudley avait appris un nouveau mot : « Veux pas ! ».
HPfrb1ch02-0532	vouloir          	Au cours du dîner, elle lui raconta tous les problèmes que la voisine d’à côté avait avec sa fille et lui signala également que Dudley avait appris un nouveau mot : « Veux pas ! ».
HPfrb1ch02-0533	conduire         	Mr Dursley s’efforça de se conduire le plus normalement du monde et après que Dudley eut été mis au lit, il entra juste à temps dans le salon pour voir la fin du journal télévisé :
HPfrb1ch02-0534	normalement      	Mr Dursley s’efforça de se conduire le plus normalement du monde et après que Dudley eut été mis au lit, il entra juste à temps dans le salon pour voir la fin du journal télévisé :
HPfrb1ch02-0535	lit              	Mr Dursley s’efforça de se conduire le plus normalement du monde et après que Dudley eut été mis au lit, il entra juste à temps dans le salon pour voir la fin du journal télévisé :
HPfrb1ch02-0536	salon            	Mr Dursley s’efforça de se conduire le plus normalement du monde et après que Dudley eut été mis au lit, il entra juste à temps dans le salon pour voir la fin du journal télévisé :
HPfrb1ch02-0537	fin              	Mr Dursley s’efforça de se conduire le plus normalement du monde et après que Dudley eut été mis au lit, il entra juste à temps dans le salon pour voir la fin du journal télévisé :
HPfrb1ch02-0538	journal          	Mr Dursley s’efforça de se conduire le plus normalement du monde et après que Dudley eut été mis au lit, il entra juste à temps dans le salon pour voir la fin du journal télévisé :
HPfrb1ch02-0539	téléviser        	Mr Dursley s’efforça de se conduire le plus normalement du monde et après que Dudley eut été mis au lit, il entra juste à temps dans le salon pour voir la fin du journal télévisé :
HPfrb1ch02-0540	témoignage       	– D’après des témoignages venus de diverses régions, il semblerait que les hiboux se soient comportés d’une bien étrange manière au cours de la journée, dit le présentateur.
HPfrb1ch02-0541	divers           	– D’après des témoignages venus de diverses régions, il semblerait que les hiboux se soient comportés d’une bien étrange manière au cours de la journée, dit le présentateur.
HPfrb1ch02-0542	région           	– D’après des témoignages venus de diverses régions, il semblerait que les hiboux se soient comportés d’une bien étrange manière au cours de la journée, dit le présentateur.
HPfrb1ch02-0543	comporter        	– D’après des témoignages venus de diverses régions, il semblerait que les hiboux se soient comportés d’une bien étrange manière au cours de la journée, dit le présentateur.
HPfrb1ch02-0544	présentateur     	– D’après des témoignages venus de diverses régions, il semblerait que les hiboux se soient comportés d’une bien étrange manière au cours de la journée, dit le présentateur.
HPfrb1ch02-0545	nocturne         	Normalement, les hiboux sont des rapaces nocturnes qui attendent la nuit pour chasser leurs proies.
HPfrb1ch02-0546	attendre         	Normalement, les hiboux sont des rapaces nocturnes qui attendent la nuit pour chasser leurs proies.
HPfrb1ch02-0547	or               	Or, aujourd’hui, des centaines de témoins ont vu ces oiseaux voler un peu partout depuis le lever du soleil.
HPfrb1ch02-0548	centaine         	Or, aujourd’hui, des centaines de témoins ont vu ces oiseaux voler un peu partout depuis le lever du soleil.
HPfrb1ch02-0549	témoin           	Or, aujourd’hui, des centaines de témoins ont vu ces oiseaux voler un peu partout depuis le lever du soleil.
HPfrb1ch02-0550	oiseau           	Or, aujourd’hui, des centaines de témoins ont vu ces oiseaux voler un peu partout depuis le lever du soleil.
HPfrb1ch02-0551	partout          	Or, aujourd’hui, des centaines de témoins ont vu ces oiseaux voler un peu partout depuis le lever du soleil.
HPfrb1ch02-0552	lever            	Or, aujourd’hui, des centaines de témoins ont vu ces oiseaux voler un peu partout depuis le lever du soleil.
HPfrb1ch02-0553	expert           	Les experts interrogés ont été incapables d’expliquer les raisons de ce changement de comportement pour le moins étonnant.
HPfrb1ch02-0554	interroger       	Les experts interrogés ont été incapables d’expliquer les raisons de ce changement de comportement pour le moins étonnant.
HPfrb1ch02-0555	expliquer        	Les experts interrogés ont été incapables d’expliquer les raisons de ce changement de comportement pour le moins étonnant.
HPfrb1ch02-0556	changement       	Les experts interrogés ont été incapables d’expliquer les raisons de ce changement de comportement pour le moins étonnant.
HPfrb1ch02-0557	moins            	Les experts interrogés ont été incapables d’expliquer les raisons de ce changement de comportement pour le moins étonnant.
HPfrb1ch02-0558	étonnant         	Les experts interrogés ont été incapables d’expliquer les raisons de ce changement de comportement pour le moins étonnant.
HPfrb1ch02-0559	voilà            	Voilà qui est bien mystérieux, conclut le présentateur en s’autorisant un sourire.
HPfrb1ch02-0560	conclure         	Voilà qui est bien mystérieux, conclut le présentateur en s’autorisant un sourire.
HPfrb1ch02-0561	autoriser        	Voilà qui est bien mystérieux, conclut le présentateur en s’autorisant un sourire.
HPfrb1ch02-0562	maintenant       	Et maintenant, voici venue l’heure de la météo, avec les prévisions de Jim McGuffin.
HPfrb1ch02-0563	voici            	Et maintenant, voici venue l’heure de la météo, avec les prévisions de Jim McGuffin.
HPfrb1ch02-0564	météo            	Et maintenant, voici venue l’heure de la météo, avec les prévisions de Jim McGuffin.
HPfrb1ch02-0565	prévision        	Et maintenant, voici venue l’heure de la météo, avec les prévisions de Jim McGuffin.
HPfrb1ch02-0566	chute            	Alors, Jim, est-ce qu’on doit s’attendre à d’autres chutes de hiboux au cours de la nuit prochaine ?
HPfrb1ch02-0567	prochain         	Alors, Jim, est-ce qu’on doit s’attendre à d’autres chutes de hiboux au cours de la nuit prochaine ?
HPfrb1ch02-0568	ça               	Ça, je serais bien incapable de vous le dire, Ted, répondit l’homme de la météo, mais sachez en tout cas que les hiboux n’ont pas été les seuls à se comporter d’une étrange manière.
HPfrb1ch02-0569	je               	Ça, je serais bien incapable de vous le dire, Ted, répondit l’homme de la météo, mais sachez en tout cas que les hiboux n’ont pas été les seuls à se comporter d’une étrange manière.
HPfrb1ch02-0570	cas              	Ça, je serais bien incapable de vous le dire, Ted, répondit l’homme de la météo, mais sachez en tout cas que les hiboux n’ont pas été les seuls à se comporter d’une étrange manière.
HPfrb1ch02-0571	téléspectateur   	Des téléspectateurs qui habitent dans des régions aussi éloignées les unes des autres que le Kent, le Yorkshire et la côte est de l’Écosse m’ont téléphoné pour me dire qu’au lieu des averses que j’avais prévues pour aujourd’hui, ils ont vu de véritables pluies d’étoiles filantes !
HPfrb1ch02-0572	un               	Des téléspectateurs qui habitent dans des régions aussi éloignées les unes des autres que le Kent, le Yorkshire et la côte est de l’Écosse m’ont téléphoné pour me dire qu’au lieu des averses que j’avais prévues pour aujourd’hui, ils ont vu de véritables pluies d’étoiles filantes !
HPfrb1ch02-0573	côte             	Des téléspectateurs qui habitent dans des régions aussi éloignées les unes des autres que le Kent, le Yorkshire et la côte est de l’Écosse m’ont téléphoné pour me dire qu’au lieu des averses que j’avais prévues pour aujourd’hui, ils ont vu de véritables pluies d’étoiles filantes !
HPfrb1ch02-0574	téléphoner       	Des téléspectateurs qui habitent dans des régions aussi éloignées les unes des autres que le Kent, le Yorkshire et la côte est de l’Écosse m’ont téléphoné pour me dire qu’au lieu des averses que j’avais prévues pour aujourd’hui, ils ont vu de véritables pluies d’étoiles filantes !
HPfrb1ch02-0575	lieu             	Des téléspectateurs qui habitent dans des régions aussi éloignées les unes des autres que le Kent, le Yorkshire et la côte est de l’Écosse m’ont téléphoné pour me dire qu’au lieu des averses que j’avais prévues pour aujourd’hui, ils ont vu de véritables pluies d’étoiles filantes !
HPfrb1ch02-0576	averse           	Des téléspectateurs qui habitent dans des régions aussi éloignées les unes des autres que le Kent, le Yorkshire et la côte est de l’Écosse m’ont téléphoné pour me dire qu’au lieu des averses que j’avais prévues pour aujourd’hui, ils ont vu de véritables pluies d’étoiles filantes !
HPfrb1ch02-0577	véritable        	Des téléspectateurs qui habitent dans des régions aussi éloignées les unes des autres que le Kent, le Yorkshire et la côte est de l’Écosse m’ont téléphoné pour me dire qu’au lieu des averses que j’avais prévues pour aujourd’hui, ils ont vu de véritables pluies d’étoiles filantes !
HPfrb1ch02-0578	pluie            	Des téléspectateurs qui habitent dans des régions aussi éloignées les unes des autres que le Kent, le Yorkshire et la côte est de l’Écosse m’ont téléphoné pour me dire qu’au lieu des averses que j’avais prévues pour aujourd’hui, ils ont vu de véritables pluies d’étoiles filantes !
HPfrb1ch02-0579	étoile           	Des téléspectateurs qui habitent dans des régions aussi éloignées les unes des autres que le Kent, le Yorkshire et la côte est de l’Écosse m’ont téléphoné pour me dire qu’au lieu des averses que j’avais prévues pour aujourd’hui, ils ont vu de véritables pluies d’étoiles filantes !
HPfrb1ch02-0580	filant           	Des téléspectateurs qui habitent dans des régions aussi éloignées les unes des autres que le Kent, le Yorkshire et la côte est de l’Écosse m’ont téléphoné pour me dire qu’au lieu des averses que j’avais prévues pour aujourd’hui, ils ont vu de véritables pluies d’étoiles filantes !
HPfrb1ch02-0581	feu              	Peut-être s’agissait-il des feux de joie de la nuit du 5 novembre, bien que ce ne soit pas encore la saison.
HPfrb1ch02-0582	joie             	Peut-être s’agissait-il des feux de joie de la nuit du 5 novembre, bien que ce ne soit pas encore la saison.
HPfrb1ch02-0583	novembre         	Peut-être s’agissait-il des feux de joie de la nuit du 5 novembre, bien que ce ne soit pas encore la saison.
HPfrb1ch02-0584	saison           	Peut-être s’agissait-il des feux de joie de la nuit du 5 novembre, bien que ce ne soit pas encore la saison.
HPfrb1ch02-0585	humide           	Quoi qu’il en soit, vous pouvez être sûrs que le temps de la nuit prochaine sera très humide.
HPfrb1ch02-0586	figer            	Mr Dursley se figea dans son fauteuil.
HPfrb1ch02-0587	fauteuil         	Mr Dursley se figea dans son fauteuil.
HPfrb1ch02-0588	bizarre          	Des gens bizarres vêtus de capes ?
HPfrb1ch02-0589	murmure          	Et ces murmures, ces murmures sur les Potter…
HPfrb1ch02-0590	tasse            	Mrs Dursley entra dans le salon avec deux tasses de thé.
HPfrb1ch02-0591	thé              	Mrs Dursley entra dans le salon avec deux tasses de thé.
HPfrb1ch02-0592	décidément       	Décidément, il y avait quelque chose qui n’allait pas.
HPfrb1ch02-0593	falloir          	Il fallait lui en parler.
HPfrb1ch02-0594	nerveux          	Mr Dursley, un peu nerveux, s’éclaircit la gorge.
HPfrb1ch02-0595	éclaircir        	Mr Dursley, un peu nerveux, s’éclaircit la gorge.
HPfrb1ch02-0596	gorge            	Mr Dursley, un peu nerveux, s’éclaircit la gorge.
HPfrb1ch02-0597	euh              	– Euh… Pétunia, ma chérie, dit-il, tu n’as pas eu de nouvelles de ta sœur récemment ?
HPfrb1ch02-0598	pétunia          	– Euh… Pétunia, ma chérie, dit-il, tu n’as pas eu de nouvelles de ta sœur récemment ?
HPfrb1ch02-0599	chéri            	– Euh… Pétunia, ma chérie, dit-il, tu n’as pas eu de nouvelles de ta sœur récemment ?
HPfrb1ch02-0600	tu               	– Euh… Pétunia, ma chérie, dit-il, tu n’as pas eu de nouvelles de ta sœur récemment ?
HPfrb1ch02-0601	récemment        	– Euh… Pétunia, ma chérie, dit-il, tu n’as pas eu de nouvelles de ta sœur récemment ?
HPfrb1ch02-0602	épouse           	Comme il s’y attendait, son épouse parut choquée et furieuse.
HPfrb1ch02-0603	paraître         	Comme il s’y attendait, son épouse parut choquée et furieuse.
HPfrb1ch02-0604	choquer          	Comme il s’y attendait, son épouse parut choquée et furieuse.
HPfrb1ch02-0605	furieux          	Comme il s’y attendait, son épouse parut choquée et furieuse.
HPfrb1ch02-0606	sèchement        	Non, répondit-elle sèchement.
HPfrb1ch02-0607	truc             	– Ils ont dit un truc bizarre à la télé, grommela
HPfrb1ch02-0608	télé             	– Ils ont dit un truc bizarre à la télé, grommela
HPfrb1ch02-0609	tas              	Des histoires de hiboux… d’étoiles filantes… et il y avait tout un tas de gens qui avaient un drôle d’air aujourd’hui.
HPfrb1ch02-0610	drôle            	Des histoires de hiboux… d’étoiles filantes… et il y avait tout un tas de gens qui avaient un drôle d’air aujourd’hui.
HPfrb1ch02-0611	rien             	Rien, je me disais que… peut-être… ça avait quelque chose à voir avec… sa bande… Mrs Dursley retroussait les lèvres en buvant son thé à petites gorgées.
HPfrb1ch02-0612	bande            	Rien, je me disais que… peut-être… ça avait quelque chose à voir avec… sa bande… Mrs Dursley retroussait les lèvres en buvant son thé à petites gorgées.
HPfrb1ch02-0613	retrousser       	Rien, je me disais que… peut-être… ça avait quelque chose à voir avec… sa bande… Mrs Dursley retroussait les lèvres en buvant son thé à petites gorgées.
HPfrb1ch02-0614	lèvre            	Rien, je me disais que… peut-être… ça avait quelque chose à voir avec… sa bande… Mrs Dursley retroussait les lèvres en buvant son thé à petites gorgées.
HPfrb1ch02-0615	boire            	Rien, je me disais que… peut-être… ça avait quelque chose à voir avec… sa bande… Mrs Dursley retroussait les lèvres en buvant son thé à petites gorgées.
HPfrb1ch02-0616	gorgée           	Rien, je me disais que… peut-être… ça avait quelque chose à voir avec… sa bande… Mrs Dursley retroussait les lèvres en buvant son thé à petites gorgées.
HPfrb1ch02-0617	oser             	Son mari se demanda s’il allait oser lui raconter qu’il avait entendu prononcer le nom de « Potter ».
HPfrb1ch02-0618	prononcer        	Son mari se demanda s’il allait oser lui raconter qu’il avait entendu prononcer le nom de « Potter ».
HPfrb1ch02-0619	préférer         	Il préféra s’en abstenir.
HPfrb1ch02-0620	abstenir         	Il préféra s’en abstenir.
HPfrb1ch02-0621	détacher         	D’un air aussi détaché que possible, il dit :
HPfrb1ch02-0622	près             	Il a à peu près le même âge que Dudley, non ?
HPfrb1ch02-0623	âge              	Il a à peu près le même âge que Dudley, non ?
HPfrb1ch02-0624	répliquer        	– J’imagine, répliqua Mrs Dursley avec raideur.
HPfrb1ch02-0625	raideur          	– J’imagine, répliqua Mrs Dursley avec raideur.
HPfrb1ch02-0626	comment          	– Comment s’appelle-t-il, déjà ?
HPfrb1ch02-0627	ordinaire        	Un nom très ordinaire, très désagréable, si tu veux mon avis.
HPfrb1ch02-0628	désagréable      	Un nom très ordinaire, très désagréable, si tu veux mon avis.
HPfrb1ch02-0629	ah               	Ah oui, répondit Mr Dursley en sentant son cœur s’arrêter.
HPfrb1ch02-0630	cœur             	Ah oui, répondit Mr Dursley en sentant son cœur s’arrêter.
HPfrb1ch02-0631	arrêter          	Ah oui, répondit Mr Dursley en sentant son cœur s’arrêter.
HPfrb1ch02-0632	accord           	Oui, je suis d’accord avec toi.
HPfrb1ch02-0633	toi              	Oui, je suis d’accord avec toi.
HPfrb1ch02-0634	sujet            	Il ne dit pas un mot de plus à ce sujet tandis qu’ils montaient l’escalier pour aller se coucher.
HPfrb1ch02-0635	escalier         	Il ne dit pas un mot de plus à ce sujet tandis qu’ils montaient l’escalier pour aller se coucher.
HPfrb1ch02-0636	coucher          	Il ne dit pas un mot de plus à ce sujet tandis qu’ils montaient l’escalier pour aller se coucher.
HPfrb1ch02-0637	salle            	Pendant que Mrs Dursley était dans la salle de bains, Mr Dursley se glissa vers la fenêtre de la chambre et jeta un coup d’œil dans le jardin.
HPfrb1ch02-0638	bain             	Pendant que Mrs Dursley était dans la salle de bains, Mr Dursley se glissa vers la fenêtre de la chambre et jeta un coup d’œil dans le jardin.
HPfrb1ch02-0639	glisser          	Pendant que Mrs Dursley était dans la salle de bains, Mr Dursley se glissa vers la fenêtre de la chambre et jeta un coup d’œil dans le jardin.
HPfrb1ch02-0640	chambre          	Pendant que Mrs Dursley était dans la salle de bains, Mr Dursley se glissa vers la fenêtre de la chambre et jeta un coup d’œil dans le jardin.
HPfrb1ch02-0641	œil              	Pendant que Mrs Dursley était dans la salle de bains, Mr Dursley se glissa vers la fenêtre de la chambre et jeta un coup d’œil dans le jardin.
HPfrb1ch02-0642	cela             	Tout cela avait-il un lien avec les Potter ?
HPfrb1ch02-0643	lien             	Tout cela avait-il un lien avec les Potter ?
HPfrb1ch02-0644	avérer           	S’il s’avérait qu’ils étaient parents avec des…
HPfrb1ch02-0645	parent           	S’il s’avérait qu’ils étaient parents avec des…
HPfrb1ch02-0646	endormir         	Mrs Dursley s’endormit très vite mais son mari resta éveillé, retournant dans sa tête les événements de la journée.
HPfrb1ch02-0647	vite             	Mrs Dursley s’endormit très vite mais son mari resta éveillé, retournant dans sa tête les événements de la journée.
HPfrb1ch02-0648	événement        	Mrs Dursley s’endormit très vite mais son mari resta éveillé, retournant dans sa tête les événements de la journée.
HPfrb1ch02-0649	consoler         	La seule pensée qui le consola avant de sombrer enfin dans le sommeil, ce fut que même si les Potter avaient vraiment quelque chose à voir avec ce qui s’était passé, il n’y avait aucune raison pour que lui et sa femme en subissent les conséquences.
HPfrb1ch02-0650	sombrer          	La seule pensée qui le consola avant de sombrer enfin dans le sommeil, ce fut que même si les Potter avaient vraiment quelque chose à voir avec ce qui s’était passé, il n’y avait aucune raison pour que lui et sa femme en subissent les conséquences.
HPfrb1ch02-0651	sommeil          	La seule pensée qui le consola avant de sombrer enfin dans le sommeil, ce fut que même si les Potter avaient vraiment quelque chose à voir avec ce qui s’était passé, il n’y avait aucune raison pour que lui et sa femme en subissent les conséquences.
HPfrb1ch02-0652	vraiment         	La seule pensée qui le consola avant de sombrer enfin dans le sommeil, ce fut que même si les Potter avaient vraiment quelque chose à voir avec ce qui s’était passé, il n’y avait aucune raison pour que lui et sa femme en subissent les conséquences.
HPfrb1ch02-0653	subir            	La seule pensée qui le consola avant de sombrer enfin dans le sommeil, ce fut que même si les Potter avaient vraiment quelque chose à voir avec ce qui s’était passé, il n’y avait aucune raison pour que lui et sa femme en subissent les conséquences.
HPfrb1ch02-0654	conséquence      	La seule pensée qui le consola avant de sombrer enfin dans le sommeil, ce fut que même si les Potter avaient vraiment quelque chose à voir avec ce qui s’était passé, il n’y avait aucune raison pour que lui et sa femme en subissent les conséquences.
HPfrb1ch02-0655	espèce           	Les Potter savaient parfaitement ce que Pétunia et lui pensaient des gens de leur espèce…
HPfrb1ch02-0656	mêler            	Et il ne voyait pas comment tous deux pourraient être mêlés à ces histoires.
HPfrb1ch02-0657	bâiller          	Il bâilla et se retourna.
HPfrb1ch02-0658	tort             	Et il avait grand tort de penser ainsi.
HPfrb1ch02-0659	ainsi            	Et il avait grand tort de penser ainsi.
HPfrb1ch02-0660	emporter         	Tandis que Mr Dursley se laissait emporter dans un sommeil quelque peu agité, le chat sur le mur, lui, ne montrait aucun signe de somnolence.
HPfrb1ch02-0661	agiter           	Tandis que Mr Dursley se laissait emporter dans un sommeil quelque peu agité, le chat sur le mur, lui, ne montrait aucun signe de somnolence.
HPfrb1ch02-0662	signe            	Tandis que Mr Dursley se laissait emporter dans un sommeil quelque peu agité, le chat sur le mur, lui, ne montrait aucun signe de somnolence.
HPfrb1ch02-0663	somnolence       	Tandis que Mr Dursley se laissait emporter dans un sommeil quelque peu agité, le chat sur le mur, lui, ne montrait aucun signe de somnolence.
HPfrb1ch02-0664	immobile         	Il restait assis, immobile comme une statue, fixant de ses yeux grands ouverts le coin de Privet Drive.
HPfrb1ch02-0665	statue           	Il restait assis, immobile comme une statue, fixant de ses yeux grands ouverts le coin de Privet Drive.
HPfrb1ch02-0666	fixer            	Il restait assis, immobile comme une statue, fixant de ses yeux grands ouverts le coin de Privet Drive.
HPfrb1ch02-0667	ouvrir           	Il restait assis, immobile comme une statue, fixant de ses yeux grands ouverts le coin de Privet Drive.
HPfrb1ch02-0668	réaction         	Il n’eut pas la moindre réaction lorsqu’une portière de voiture claqua dans la rue voisine, ni quand deux hiboux passèrent au-dessus de sa tête.
HPfrb1ch02-0669	portière         	Il n’eut pas la moindre réaction lorsqu’une portière de voiture claqua dans la rue voisine, ni quand deux hiboux passèrent au-dessus de sa tête.
HPfrb1ch02-0670	claquer          	Il n’eut pas la moindre réaction lorsqu’une portière de voiture claqua dans la rue voisine, ni quand deux hiboux passèrent au-dessus de sa tête.
HPfrb1ch02-0671	ni               	Il n’eut pas la moindre réaction lorsqu’une portière de voiture claqua dans la rue voisine, ni quand deux hiboux passèrent au-dessus de sa tête.
HPfrb1ch02-0672	minuit           	Il était presque minuit quand il bougea enfin.
HPfrb1ch02-0673	apparaître       	Un homme apparut à l’angle de la rue que le chat avait observé pendant tout ce temps.
HPfrb1ch02-0674	angle            	Un homme apparut à l’angle de la rue que le chat avait observé pendant tout ce temps.
HPfrb1ch02-0675	soudainement     	Il apparut si soudainement et dans un tel silence qu’il semblait avoir jailli du sol.
HPfrb1ch02-0676	silence          	Il apparut si soudainement et dans un tel silence qu’il semblait avoir jailli du sol.
HPfrb1ch02-0677	jaillir          	Il apparut si soudainement et dans un tel silence qu’il semblait avoir jailli du sol.
HPfrb1ch02-0678	sol              	Il apparut si soudainement et dans un tel silence qu’il semblait avoir jailli du sol.
HPfrb1ch02-0679	queue            	La queue du chat frémit, ses yeux se rétrécirent.
HPfrb1ch02-0680	frémir           	La queue du chat frémit, ses yeux se rétrécirent.
HPfrb1ch02-0681	rétrécir         	La queue du chat frémit, ses yeux se rétrécirent.
HPfrb1ch02-0682	ressembler       	On n’avait encore jamais vu dans Privet Drive quelque chose qui ressemblât à cet homme.
HPfrb1ch02-0683	juger            	Il était grand, mince et très vieux, à en juger par la couleur argentée de ses cheveux et de sa barbe qui lui descendaient jusqu’à la taille.
HPfrb1ch02-0684	couleur          	Il était grand, mince et très vieux, à en juger par la couleur argentée de ses cheveux et de sa barbe qui lui descendaient jusqu’à la taille.
HPfrb1ch02-0685	argenté          	Il était grand, mince et très vieux, à en juger par la couleur argentée de ses cheveux et de sa barbe qui lui descendaient jusqu’à la taille.
HPfrb1ch02-0686	cheveu           	Il était grand, mince et très vieux, à en juger par la couleur argentée de ses cheveux et de sa barbe qui lui descendaient jusqu’à la taille.
HPfrb1ch02-0687	barbe            	Il était grand, mince et très vieux, à en juger par la couleur argentée de ses cheveux et de sa barbe qui lui descendaient jusqu’à la taille.
HPfrb1ch02-0688	descendre        	Il était grand, mince et très vieux, à en juger par la couleur argentée de ses cheveux et de sa barbe qui lui descendaient jusqu’à la taille.
HPfrb1ch02-0689	robe             	Il était vêtu d’une longue robe, d’une cape violette qui balayait le sol et chaussé de bottes à hauts talons munies de boucles.
HPfrb1ch02-0690	balayer          	Il était vêtu d’une longue robe, d’une cape violette qui balayait le sol et chaussé de bottes à hauts talons munies de boucles.
HPfrb1ch02-0691	chausser         	Il était vêtu d’une longue robe, d’une cape violette qui balayait le sol et chaussé de bottes à hauts talons munies de boucles.
HPfrb1ch02-0692	botte            	Il était vêtu d’une longue robe, d’une cape violette qui balayait le sol et chaussé de bottes à hauts talons munies de boucles.
HPfrb1ch02-0693	haut             	Il était vêtu d’une longue robe, d’une cape violette qui balayait le sol et chaussé de bottes à hauts talons munies de boucles.
HPfrb1ch02-0694	talon            	Il était vêtu d’une longue robe, d’une cape violette qui balayait le sol et chaussé de bottes à hauts talons munies de boucles.
HPfrb1ch02-0695	munir            	Il était vêtu d’une longue robe, d’une cape violette qui balayait le sol et chaussé de bottes à hauts talons munies de boucles.
HPfrb1ch02-0696	boucle           	Il était vêtu d’une longue robe, d’une cape violette qui balayait le sol et chaussé de bottes à hauts talons munies de boucles.
HPfrb1ch02-0697	bleu             	Ses yeux bleus et brillants étincelaient derrière des lunettes en demi-lune et son long nez crochu donnait l’impression d’avoir été cassé au moins deux fois.
HPfrb1ch02-0698	brillant         	Ses yeux bleus et brillants étincelaient derrière des lunettes en demi-lune et son long nez crochu donnait l’impression d’avoir été cassé au moins deux fois.
HPfrb1ch02-0699	étinceler        	Ses yeux bleus et brillants étincelaient derrière des lunettes en demi-lune et son long nez crochu donnait l’impression d’avoir été cassé au moins deux fois.
HPfrb1ch02-0700	derrière         	Ses yeux bleus et brillants étincelaient derrière des lunettes en demi-lune et son long nez crochu donnait l’impression d’avoir été cassé au moins deux fois.
HPfrb1ch02-0701	lunette          	Ses yeux bleus et brillants étincelaient derrière des lunettes en demi-lune et son long nez crochu donnait l’impression d’avoir été cassé au moins deux fois.
HPfrb1ch02-0702	nez              	Ses yeux bleus et brillants étincelaient derrière des lunettes en demi-lune et son long nez crochu donnait l’impression d’avoir été cassé au moins deux fois.
HPfrb1ch02-0703	crochu           	Ses yeux bleus et brillants étincelaient derrière des lunettes en demi-lune et son long nez crochu donnait l’impression d’avoir été cassé au moins deux fois.
HPfrb1ch02-0704	donner           	Ses yeux bleus et brillants étincelaient derrière des lunettes en demi-lune et son long nez crochu donnait l’impression d’avoir été cassé au moins deux fois.
HPfrb1ch02-0705	impression       	Ses yeux bleus et brillants étincelaient derrière des lunettes en demi-lune et son long nez crochu donnait l’impression d’avoir été cassé au moins deux fois.
HPfrb1ch02-0706	casser           	Ses yeux bleus et brillants étincelaient derrière des lunettes en demi-lune et son long nez crochu donnait l’impression d’avoir été cassé au moins deux fois.
HPfrb1ch02-0707	arriver          	Albus Dumbledore n’avait pas l’air de se rendre compte qu’il venait d’arriver dans une rue où tout en lui, depuis son nom jusqu’à ses bottes, ne pouvait être qu’indésirable.
